20000 200000
19554 12822 0
17831 15524 0
1956 9158 0
12959 6178 0
15577 17981 0
1269 10535 0
14142 5540 0
11119 15756 0
6334 9516 0
18378 19654 0
543 11415 0
312 4600 0
4480 16509 0
13669 11731 0
10500 12304 0
5977 2619 0
1230 3366 0
7049 5238 0
14836 3195 0
8890 19923 0
167 2662 0
9658 2573 0
9835 11573 0
17300 8209 0
4143 2840 0
16334 18414 0
5507 3946 0
18805 2002 0
15523 840 0
17420 18667 0
3820 4022 0
652 1968 0
13100 14100 0
17968 11582 0
3763 13220 0
14301 17337 0
1127 18746 0
17858 14087 0
18510 16407 0
17170 7449 0
524 6583 0
11573 9402 0
4498 5710 0
5058 13387 0
17669 12267 0
17855 14281 0
15923 1106 0
6967 18201 0
4923 11440 0
9315 18414 0
5937 17318 0
1647 17448 0
676 4482 0
5340 10450 0
8983 19080 0
14109 1269 0
8857 19801 0
4430 3195 0
6896 4494 0
4513 15530 0
15530 14342 0
8003 8708 0
4419 5286 0
9751 19860 0
9658 14303 0
14426 13240 0
1684 12772 0
19920 16380 0
1230 11092 0
10100 9306 0
3908 16576 0
18980 14406 0
8308 4073 0
16394 4143 0
16394 18761 0
7082 14055 0
1106 18663 0
15274 15639 0
16982 14566 0
1664 1863 0
206 17981 0
9025 17119 0
8253 7329 0
14906 7720 0
5817 12822 0
7340 939 0
18116 1106 0
11260 11700 0
929 15674 0
11171 17320 0
10959 2951 0
16435 6967 0
1551 1193 0
6166 5736 0
16855 18296 0
9002 4840 0
16248 3220 0
12420 17379 0
11946 17276 0
7431 676 0
12702 6880 0
15523 19300 0
15192 7429 0
1106 4491 0
14106 14281 0
2169 1437 0
2080 13840 0
11040 524 0
11946 18940 0
9751 9002 0
9320 3591 0
18389 16314 0
13753 5286 0
17337 18404 0
11731 5530 0
2080 4280 0
15095 15520 0
7260 17276 0
14281 10020 0
7523 1517 0
17412 11465 0
13387 6734 0
3020 11623 0
9190 4022 0
15680 12286 0
1492 7585 0
11700 25 0
9011 2265 0
1956 7360 0
11031 12772 0
976 9860 0
14976 9678 0
12232 676 0
12232 5036 0
17216 10505 0
6880 13616 0
7140 7760 0
3513 13073 0
524 11656 0
1193 73 0
7032 18533 0
1903 13020 0
12040 4143 0
7022 12232 0
12720 19885 0
15214 5440 0
14906 10505 0
19204 17981 0
6453 17237 0
16272 830 0
9100 14984 0
7585 19085 0
6620 18663 0
2602 1995 0
1106 19876 0
1895 5615 0
17981 15277 0
7760 1230 0
280 5708 0
18580 11441 0
19554 5631 0
12200 5340 0
11926 3015 0
7306 12242 0
11623 5380 0
18726 18510 0
18746 6020 0
17420 7273 0
15346 12160 0
5152 5405 0
11874 18378 0
12822 19554 0
10405 8900 0
15295 17785 0
10600 12529 0
3172 5393 0
11874 2355 0
6568 1012 0
7340 9454 0
15202 1480 0
5736 11700 0
19469 16295 0
19609 188 0
16982 11415 0
19085 19153 0
14566 10006 0
18761 10079 0
14825 11092 0
1397 18613 0
14109 8328 0
17740 15777 0
11613 6597 0
3202 5798 0
9267 15220 0
10339 7550 0
10577 17964 0
2680 11613 0
6967 1647 0
16260 2040 0
4321 652 0
3615 3617 0
17957 8328 0
14161 1306 0
7320 2711 0
4269 15625 0
5736 1100 0
5666 12547 0
18419 6281 0
12786 19217 0
5340 14900 0
13678 11956 0
16313 14274 0
14231 18234 0
16480 12286 0
19469 16770 0
3120 6028 0
17318 19714 0
387 19554 0
10535 8227 0
1546 6025 0
10535 6621 0
19860 14713 0
8353 189 0
10400 6843 0
8353 15756 0
18360 11550 0
4489 9320 0
18389 13100 0
13372 15736 0
14820 13594 0
3574 13524 0
3574 15849 0
19402 13865 0
7900 8758 0
16576 8227 0
12568 12786 0
18020 6716 0
2968 13301 0
6525 1152 0
10355 16867 0
3597 451 0
16857 19354 0
17885 2573 0
9547 11695 0
19382 10912 0
10714 7660 0
4627 7807 0
176 4513 0
6846 1647 0
18398 5286 0
17276 19960 0
10820 2840 0
5190 12304 0
13759 8386 0
13301 19714 0
9680 5482 0
8895 6846 0
7744 3300 0
1289 11197 0
12743 18726 0
16855 18910 0
7415 9267 0
6166 15736 0
2002 2891 0
1456 16660 0
16272 5597 0
1704 9434 0
16867 5023 0
10959 17216 0
13669 8477 0
889 8691 0
4480 14468 0
4269 14468 0
14231 5507 0
1492 18360 0
13378 19673 0
1498 10599 0
3020 3574 0
7740 11119 0
7140 17412 0
5380 2875 0
14303 8915 0
10999 8857 0
492 11600 0
5130 8755 0
2080 1123 0
2711 1908 0
18656 13420 0
8068 6166 0
19915 18041 0
3072 2889 0
17804 12900 0
5434 8890 0
3628 9678 0
12900 19047 0
3257 6716 0
3715 6003 0
13859 4284 0
18940 14142 0
13436 4952 0
6970 13732 0
7032 1067 0
1903 19085 0
1376 13580 0
11540 1003 0
3260 876 0
6220 18020 0
11613 5937 0
13461 15214 0
12537 1205 0
12612 3617 0
6920 19960 0
16849 8006 0
17029 1427 0
447 8327 0
7807 14055 0
12720 14620 0
9955 13387 0
18302 6566 0
15820 19582 0
4269 17115 0
6960 4242 0
15530 16096 0
7360 3220 0
7082 11540 0
19801 12120 0
14281 19219 0
6926 73 0
7415 3135 0
12143 19035 0
7431 10600 0
14090 1447 0
18389 8708 0
7360 3072 0
19153 8308 0
17581 12900 0
14713 14755 0
5247 10600 0
19673 1289 0
11672 17029 0
7060 1274 0
14023 16179 0
5393 1397 0
1482 9712 0
1848 387 0
10999 13820 0
676 18201 0
10020 2680 0
7235 7870 0
7744 1380 0
8500 14755 0
13333 4264 0
9990 6757 0
18656 14231 0
5977 5058 0
18200 11672 0
7760 16151 0
5655 3574 0
16096 18568 0
4143 15090 0
4012 15777 0
6846 10124 0
5840 2614 0
16979 7231 0
17804 12647 0
6866 19452 0
1127 11171 0
5738 8328 0
9678 13594 0
5738 17170 0
17119 3820 0
1437 7108 0
12547 13865 0
11031 15756 0
10037 5817 0
12267 5023 0
1704 7513 0
15623 19804 0
1380 2097 0
5482 3617 0
10006 13046 0
17379 19446 0
12702 2376 0
7870 11465 0
17940 985 0
17177 19609 0
13759 14301 0
12635 17740 0
17614 18414 0
4627 9860 0
13121 830 0
9658 10612 0
4565 3979 0
2302 18460 0
6166 18980 0
18378 18453 0
14755 18041 0
11119 18980 0
111 1003 0
14163 9761 0
17885 5112 0
16480 6846 0
12588 1220 0
1326 12647 0
1205 8316 0
11573 19876 0
16945 13372 0
15756 13704 0
5666 12421 0
9215 12822 0
2137 14860 0
8700 10739 0
6422 10505 0
8328 14073 0
2659 11465 0
5840 8542 0
17320 4480 0
2968 19554 0
16313 7235 0
11613 13908 0
5049 17144 0
11710 8895 0
14906 11731 0
4085 2002 0
6967 10912 0
5582 9021 0
17855 13655 0
3736 12772 0
4321 18667 0
8765 9798 0
1517 19804 0
15098 9068 0
17142 8327 0
15780 1686 0
6400 7273 0
3015 19310 0
9935 4180 0
2040 5393 0
17614 19915 0
2875 19428 0
13536 17337 0
1583 14090 0
19923 18863 0
4367 2891 0
6453 7397 0
9990 12735 0
11731 1972 0
1482 9578 0
2769 9835 0
17957 4367 0
7618 12143 0
1205 889 0
5112 18200 0
19714 10456 0
2619 6132 0
3230 9646 0
9100 15192 0
8758 11946 0
18091 17964 0
6880 4359 0
15717 19370 0
16930 11337 0
17782 1909 0
840 18510 0
10099 176 0
17855 12743 0
1903 7429 0
3172 5152 0
17740 15167 0
11911 4767 0
8308 10959 0
11600 1972 0
2265 1127 0
6896 14109 0
2573 12041 0
10714 10500 0
6212 16248 0
15098 2420 0
17782 11946 0
16260 7744 0
13073 10600 0
2433 8253 0
13569 4306 0
7880 4785 0
18453 6003 0
3143 18863 0
13091 2573 0
14109 10999 0
5817 14142 0
17820 13669 0
7880 12143 0
18746 7397 0
11946 6891 0
10999 3172 0
4085 15680 0
7744 13197 0
81 11569 0
10577 13387 0
11440 3020 0
11700 6556 0
5666 7675 0
16179 7360 0
9158 9675 0
6891 11119 0
7172 17968 0
19310 14468 0
8209 4494 0
4419 18460 0
7108 14020 0
14836 1067 0
11260 4600 0
16055 13820 0
2433 1274 0
17622 13153 0
11337 4482 0
19440 11260 0
12978 8328 0
8353 1968 0
9004 17318 0
6003 19280 0
9021 7320 0
9190 7260 0
19960 4904 0
6734 13091 0
19260 4211 0
15605 1269 0
16846 8500 0
6025 16334 0
5460 3028 0
627 16314 0
1486 18580 0
2060 1870 0
3195 10464 0
5708 10155 0
10505 564 0
5387 13430 0
15266 3230 0
16660 17115 0
12420 3820 0
13372 2573 0
9875 14231 0
18663 7807 0
935 15520 0
2302 10546 0
15756 18805 0
11721 5937 0
3202 9658 0
14780 9520 0
9383 9883 0
10100 11206 0
7516 1230 0
2875 13864 0
13569 13655 0
9038 16847 0
18157 7088 0
19280 560 0
15625 9320 0
17702 14020 0
5710 3840 0
8765 12273 0
8890 14984 0
188 10090 0
5297 5247 0
7340 7431 0
4269 13524 0
1750 9658 0
17885 15780 0
15625 3880 0
9658 12232 0
4306 14161 0
1574 13859 0
2573 5190 0
19300 1152 0
19310 5482 0
5700 15523 0
1012 1863 0
15756 2662 0
2891 17177 0
16248 6970 0
5990 11092 0
3980 12200 0
524 15214 0
16857 14055 0
13073 2373 0
4480 11031 0
14274 19204 0
12886 2711 0
15098 9158 0
9012 12293 0
680 19047 0
18091 6987 0
3220 1968 0
7760 9547 0
8328 11031 0
11613 7946 0
6495 11964 0
14303 17785 0
14984 2140 0
4252 7880 0
9883 13864 0
7260 13160 0
2265 9843 0
6920 3135 0
14109 9860 0
15391 19654 0
11540 14301 0
1380 5088 0
17337 15086 0
9560 18453 0
15520 6702 0
627 3220 0
8253 16982 0
15346 16846 0
2425 17820 0
3120 16118 0
5286 7242 0
3924 1220 0
4775 1956 0
5984 3366 0
8638 17150 0
1664 1317 0
1427 19875 0
16723 15820 0
9722 19560 0
19153 9547 0
7340 11295 0
12366 8638 0
9883 60 0
5710 11710 0
7415 4280 0
7049 11613 0
17201 6757 0
16394 7360 0
17334 9798 0
10495 7140 0
10339 3374 0
18746 3980 0
6866 18860 0
18296 9658 0
2183 6166 0
6866 6525 0
3374 12797 0
6702 14820 0
1972 2302 0
16014 15220 0
18419 5711 0
16407 15167 0
3924 8758 0
3623 15820 0
2433 1306 0
6495 15346 0
9520 5460 0
12772 9542 0
756 15623 0
4143 1269 0
11588 18020 0
19035 6422 0
4600 10730 0
15984 492 0
19204 6020 0
14566 17669 0
11964 9860 0
6003 1456 0
16945 8006 0
7273 10124 0
10089 11171 0
14163 11672 0
16260 14669 0
9761 6583 0
13153 11380 0
6212 5440 0
18398 5347 0
17622 7273 0
14023 280 0
7744 3591 0
3617 12286 0
2711 12467 0
15530 14820 0
10100 19598 0
12772 17968 0
3015 1908 0
16770 5088 0
5023 25 0
12160 10037 0
4840 4482 0
15090 3143 0
167 6683 0
3615 1895 0
2885 13616 0
12323 1704 0
19440 18805 0
11700 6525 0
19127 13372 0
19446 9955 0
10089 6970 0
14906 18020 0
13616 9025 0
10505 5711 0
13420 6132 0
19598 12760 0
6025 4785 0
3220 8915 0
830 14073 0
5058 2376 0
6621 18805 0
19860 7360 0
15082 11171 0
17554 4012 0
17554 19554 0
6166 15192 0
18234 10820 0
9320 10535 0
9215 817 0
15577 12242 0
13616 18860 0
11946 7320 0
3820 8203 0
5940 18533 0
15346 5008 0
16576 2711 0
15202 17820 0
9320 10600 0
905 5058 0
9843 5711 0
15420 4020 0
4491 16982 0
12902 17804 0
16857 15391 0
13225 1551 0
19714 7049 0
17157 14755 0
11440 9239 0
9477 1583 0
12786 73 0
676 18200 0
11623 13520 0
13073 2711 0
1427 9516 0
4377 8353 0
8000 11522 0
1123 14231 0
9215 8446 0
14087 14820 0
7260 9761 0
7340 5631 0
6220 5680 0
11540 1968 0
11895 4020 0
12083 4923 0
8648 14566 0
17622 7273 0
4012 4211 0
8890 15095 0
3260 3829 0
2614 11440 0
10090 1289 0
4480 6716 0
5977 1010 0
12547 11613 0
627 15523 0
5434 6757 0
2373 18369 0
3840 7320 0
12568 1546 0
17177 12083 0
12886 12959 0
3220 16431 0
19217 5153 0
1380 14226 0
16407 12293 0
9454 4020 0
6926 8691 0
7032 2420 0
2769 3908 0
6846 16847 0
19160 14825 0
16480 4143 0
3135 7749 0
134 3725 0
17782 3020 0
12647 16334 0
19615 16343 0
19428 5347 0
16248 10090 0
11222 12040 0
18234 1492 0
17622 9560 0
7397 5434 0
12784 4073 0
1704 6726 0
3172 7660 0
3623 8915 0
9798 19160 0
2951 1995 0
18414 13840 0
3840 19909 0
18201 10006 0
11721 19440 0
8853 19582 0
3617 10698 0
15067 7807 0
4840 10577 0
3840 10577 0
4480 9935 0
11550 6453 0
680 17448 0
4264 5977 0
14020 11092 0
3034 14713 0
14688 16660 0
6716 14713 0
10339 5286 0
3733 8755 0
19310 4360 0
10534 2769 0
11780 10049 0
16313 7758 0
4491 6620 0
4775 6307 0
5088 15391 0
17964 1848 0
16394 18805 0
15346 19402 0
2619 4494 0
13153 2158 0
14231 3924 0
2097 13908 0
9932 11895 0
15232 1870 0
11295 15086 0
8900 6002 0
5738 8700 0
10400 4085 0
5940 5186 0
935 15923 0
11578 9875 0
6866 19650 0
16855 6734 0
9315 7049 0
11874 1956 0
6970 13461 0
6960 16440 0
18726 3072 0
16248 1972 0
9215 4386 0
840 14281 0
9646 12420 0
19428 12470 0
12120 16945 0
12270 2183 0
19310 6846 0
6734 13753 0
9100 5238 0
17858 19876 0
3840 4482 0
7705 11312 0
6726 3725 0
17331 9836 0
17624 4087 0
13580 16855 0
15605 4419 0
9383 3034 0
11682 7306 0
17237 9932 0
14468 3840 0
15736 9215 0
9990 12735 0
5720 7231 0
840 905 0
12200 16867 0
7397 18667 0
10600 9154 0
3623 2884 0
15196 14900 0
18667 11672 0
12304 11926 0
5582 10517 0
4482 18667 0
6418 16955 0
9315 14051 0
627 11882 0
11312 6683 0
11119 12772 0
15263 6846 0
8003 10124 0
7959 6025 0
9154 9267 0
3946 1574 0
16809 2614 0
18020 1003 0
15625 5238 0
8480 4513 0
19560 10049 0
19047 929 0
6220 312 0
13491 11582 0
4498 2662 0
17957 7880 0
7082 15263 0
9068 3374 0
7807 5026 0
11946 206 0
8480 12743 0
8691 10456 0
8480 19828 0
10517 1003 0
5700 5153 0
12735 7749 0
8006 4180 0
3980 9765 0
4252 19233 0
2247 10714 0
13732 12146 0
8000 16096 0
11060 4904 0
16846 12323 0
9722 11926 0
1387 13700 0
1269 16431 0
19579 11415 0
5582 18940 0
19654 17628 0
8227 18663 0
12088 10079 0
130 15717 0
1863 6970 0
3574 19923 0
5540 5186 0
16118 16380 0
4284 1152 0
18091 1127 0
5286 1482 0
16723 18369 0
8446 18020 0
9021 13820 0
13333 176 0
10999 167 0
17481 17855 0
7449 6002 0
16151 11550 0
1326 1447 0
13301 7900 0
18758 6907 0
4513 11465 0
9920 5434 0
11119 13461 0
12978 19217 0
14620 3220 0
11465 2640 0
19219 19923 0
1447 6757 0
17185 13536 0
10643 10534 0
14161 6726 0
1903 13536 0
10037 6334 0
12160 18296 0
11500 4491 0
17170 18726 0
6896 16955 0
13317 19582 0
11550 18656 0
5940 12102 0
1100 13301 0
19828 9239 0
16723 9836 0
73 4480 0
2420 4627 0
10006 17029 0
1546 16380 0
10494 16847 0
15263 15356 0
4565 1972 0
4377 10037 0
18805 19714 0
11312 16096 0
14090 7035 0
9176 19875 0
1380 905 0
18040 6166 0
15523 12146 0
387 12647 0
13700 1863 0
6757 7360 0
4242 17320 0
7270 10517 0
13461 9680 0
9239 16407 0
18099 10099 0
9004 19909 0
1380 14713 0
15095 11540 0
2573 4494 0
3946 12588 0
1870 15295 0
14095 9860 0
7060 10450 0
19047 12702 0
1574 15680 0
9021 8958 0
929 12270 0
7185 9843 0
772 1132 0
16313 17855 0
8080 6422 0
1583 9002 0
18460 9176 0
5247 8253 0
1860 11926 0
19217 5153 0
9678 9560 0
16272 13461 0
5977 3034 0
5405 8308 0
10049 13865 0
8006 12470 0
13187 2355 0
6683 4480 0
19582 12088 0
11613 6281 0
7740 16343 0
9402 4012 0
18942 18234 0
5036 6003 0
3780 3763 0
1132 6880 0
16334 17177 0
6472 13820 0
12702 7516 0
5070 19382 0
3780 18020 0
18116 19560 0
6621 5736 0
19160 19402 0
4480 2659 0
5815 17554 0
3736 17320 0
905 12323 0
19952 8477 0
72 7231 0
14820 5036 0
6896 451 0
3513 11600 0
3628 19499 0
7172 16260 0
17119 14023 0
18726 12293 0
12083 2158 0
5615 5482 0
11040 15214 0
2097 12743 0
9021 15524 0
13491 3591 0
6002 10820 0
8648 3172 0
18656 3143 0
13046 17420 0
10599 18663 0
9454 2884 0
9306 9463 0
18980 13678 0
10534 1269 0
11119 3733 0
12242 11500 0
5434 12242 0
16407 12796 0
18460 5400 0
3736 8958 0
14100 1546 0
1427 15277 0
12146 12635 0
11415 4386 0
14900 13840 0
18389 1909 0
5247 2853 0
19153 5631 0
19370 6866 0
1492 9239 0
15391 1583 0
5297 18656 0
11171 14860 0
6568 19035 0
10505 14142 0
13225 16014 0
134 5238 0
10495 19554 0
8758 7235 0
10643 1193 0
15820 16380 0
9798 3366 0
15639 1274 0
13678 7088 0
14087 5186 0
1127 12743 0
12143 280 0
17831 6683 0
18116 344 0
6926 12612 0
4904 3780 0
2040 9935 0
11710 15530 0
72 11578 0
12565 18663 0
6002 19582 0
18910 17177 0
8227 2060 0
18360 12886 0
13461 5297 0
3615 19233 0
12470 9883 0
12702 11550 0
18940 14020 0
1860 9100 0
15530 18369 0
19217 387 0
1956 7705 0
9312 10549 0
1870 14090 0
2951 5700 0
5798 11197 0
15295 11672 0
1498 8969 0
11380 1289 0
985 15717 0
12635 19598 0
17568 3260 0
14109 4739 0
7660 7740 0
16849 2425 0
13759 17964 0
11874 13317 0
18863 11172 0
14713 9154 0
6620 6472 0
6987 6334 0
6003 4419 0
19085 7185 0
3257 10089 0
1230 5286 0
8440 12702 0
18414 9176 0
12588 14161 0
16857 13700 0
10583 9712 0
9560 15420 0
12470 17968 0
8958 451 0
4180 9761 0
17940 15295 0
1437 4498 0
16055 10820 0
16014 19127 0
19609 11964 0
17177 8003 0
6002 4430 0
15167 7306 0
6418 19370 0
18091 13430 0
5387 12146 0
9542 6757 0
2619 14274 0
13100 5238 0
1574 2355 0
817 17968 0
18041 1003 0
14109 8446 0
16480 840 0
15346 15356 0
19153 7740 0
2744 12647 0
12242 13130 0
11874 10355 0
9025 6987 0
8080 3020 0
1306 11946 0
14301 12304 0
5700 3374 0
16847 9649 0
976 11956 0
7550 3618 0
2040 3034 0
12286 9267 0
15623 8203 0
7720 19654 0
12635 676 0
1387 5026 0
4600 12822 0
17624 4264 0
16334 7415 0
14303 985 0
17331 7022 0
929 564 0
627 985 0
167 15623 0
18580 3195 0
2493 7049 0
312 16723 0
16334 15214 0
12959 10534 0
1100 492 0
6967 18663 0
2968 10006 0
985 17831 0
11440 1193 0
1863 17331 0
5387 6597 0
4321 10535 0
13240 16847 0
6212 17237 0
19920 14090 0
11440 17622 0
10456 17412 0
19801 1306 0
14020 6400 0
19650 16867 0
6556 756 0
19915 4491 0
11700 387 0
4264 8758 0
16248 3257 0
3300 15638 0
9990 6003 0
19560 13100 0
5347 8446 0
1551 1860 0
15820 18157 0
5026 9004 0
11578 1995 0
16855 17029 0
11695 11672 0
2889 7946 0
18419 7320 0
18296 16435 0
10535 14106 0
18453 19673 0
7172 8068 0
19370 10405 0
985 18863 0
8477 1106 0
492 8969 0
10495 18942 0
9021 7032 0
3591 19219 0
11695 13420 0
16509 5130 0
12104 13524 0
3172 5440 0
15777 4360 0
13100 4430 0
11623 2265 0
17581 7140 0
3628 8003 0
19915 2376 0
10099 4952 0
5387 6891 0
4904 2060 0
4143 1492 0
15266 4180 0
15756 7060 0
3733 6495 0
8068 5615 0
10124 7415 0
6757 6132 0
11441 408 0
10500 7273 0
11260 3034 0
19582 1317 0
17448 15263 0
9267 17968 0
9454 3120 0
15849 16867 0
16407 17740 0
5340 13859 0
5460 11295 0
13840 16509 0
18656 12273 0
12160 17858 0
3015 9680 0
7415 3880 0
17539 17142 0
17216 13536 0
12160 3908 0
18099 19801 0
929 12647 0
14900 18656 0
17201 9267 0
18761 6178 0
7705 7946 0
9765 3971 0
6716 176 0
16857 15777 0
3617 17964 0
8915 16055 0
7306 19085 0
3015 17981 0
5815 81 0
6846 19100 0
1132 7660 0
14090 7749 0
4245 6960 0
2711 2265 0
16857 5400 0
2751 15520 0
2002 18414 0
17157 5631 0
14984 3202 0
7676 6896 0
11623 18161 0
16846 15356 0
8900 13460 0
17157 17115 0
6866 6621 0
4430 15274 0
11031 985 0
4185 344 0
6400 2796 0
6060 492 0
14106 15984 0
9004 14780 0
408 18758 0
3366 3615 0
12146 60 0
10400 16380 0
6178 14669 0
12040 4775 0
2433 18533 0
15317 19714 0
10616 1427 0
13100 3733 0
14090 12304 0
11540 4840 0
4627 16260 0
2420 9176 0
1909 9836 0
14095 1686 0
4498 19673 0
3418 12796 0
15277 1152 0
3980 5460 0
1492 13515 0
11964 10124 0
830 3366 0
8327 18378 0
5049 9434 0
3230 18157 0
12366 17964 0
3597 18360 0
13187 17318 0
18378 19233 0
18099 19615 0
2169 6597 0
17320 387 0
8895 17539 0
13859 12041 0
680 5130 0
12120 4245 0
5840 3172 0
12720 652 0
17185 11092 0
19801 111 0
4280 1750 0
12720 3135 0
3143 6716 0
17702 13515 0
1686 3820 0
11956 13655 0
8958 16014 0
17669 11337 0
3840 12040 0
451 17804 0
17036 11682 0
16272 13908 0
13387 12886 0
4020 14161 0
15756 9836 0
8446 17855 0
9578 2433 0
3513 9798 0
7108 17581 0
3072 9002 0
12267 13753 0
15202 15220 0
11480 16394 0
14226 10780 0
11295 1498 0
18251 17119 0
772 6866 0
15923 4785 0
13491 11172 0
14825 18940 0
16179 10155 0
3028 14342 0
10464 9021 0
19875 4245 0
18041 18234 0
9025 13130 0
15623 14087 0
11721 18863 0
3257 1123 0
14073 9761 0
12537 9012 0
72 4085 0
2796 11415 0
3143 6970 0
16151 5026 0
12735 5405 0
7273 8006 0
1895 3736 0
2169 15849 0
8209 5507 0
6400 18378 0
12612 8857 0
10450 13536 0
18528 19714 0
12743 12120 0
14301 2265 0
7329 16272 0
19960 6896 0
12120 6683 0
876 11582 0
176 11500 0
6060 7880 0
9798 14303 0
17420 13865 0
13540 1230 0
15674 111 0
8708 13430 0
8700 19085 0
19080 905 0
7900 7231 0
5130 10020 0
7032 2002 0
7758 6846 0
9798 14109 0
15530 15625 0
2140 10464 0
6525 9932 0
10638 492 0
16855 11295 0
12537 12568 0
3924 7231 0
9002 13700 0
81 17177 0
15086 12467 0
4904 3980 0
16930 11540 0
4020 12467 0
12323 5482 0
4775 15605 0
6583 1870 0
6212 19428 0
4073 18663 0
18656 1860 0
7060 15223 0
18510 19070 0
18041 189 0
9383 9052 0
15820 16435 0
13225 7022 0
15820 1067 0
6960 9875 0
11882 4085 0
17804 11206 0
1437 2751 0
19801 18157 0
5631 12273 0
17740 1437 0
1205 9239 0
6846 19960 0
11222 12702 0
11060 7190 0
14836 15346 0
19210 7022 0
3591 14820 0
8542 15849 0
6562 2769 0
16313 2619 0
11874 13491 0
17624 7142 0
6960 15346 0
2040 16014 0
10155 12273 0
18404 1427 0
2376 18020 0
11119 14226 0
2711 10616 0
9025 1583 0
19070 6987 0
14051 5710 0
7235 19650 0
12267 4180 0
11946 15984 0
13536 2355 0
6418 11721 0
9836 11731 0
18667 12270 0
6702 19594 0
2146 19428 0
2751 14095 0
9883 17481 0
10999 9860 0
7880 13594 0
12743 10820 0
14087 11440 0
5130 17029 0
19673 19100 0
9320 13678 0
5153 8969 0
12786 7449 0
10546 9154 0
7675 676 0
8700 11695 0
9180 8700 0
13820 7032 0
16314 9836 0
2420 12304 0
451 17150 0
5286 18251 0
4022 19609 0
1863 16440 0
387 1427 0
7273 676 0
14142 14274 0
7523 11588 0
19598 13536 0
13387 10037 0
2680 5631 0
18658 18860 0
15095 17201 0
13520 10959 0
11946 16055 0
6028 8853 0
3300 15214 0
15680 15232 0
1380 4494 0
1397 10339 0
17318 16343 0
5631 14142 0
11380 15551 0
9560 16867 0
7744 13759 0
2425 15263 0
10089 3628 0
7900 19370 0
10643 15820 0
9038 1003 0
7760 17420 0
1100 13732 0
2433 16982 0
16810 17201 0
17614 19127 0
14106 19217 0
9012 11582 0
4201 5152 0
19310 2433 0
11882 840 0
6620 5380 0
10612 3574 0
8253 1903 0
15638 16770 0
1517 11119 0
12420 4211 0
8983 9434 0
7042 4480 0
8480 7660 0
17508 18758 0
2137 8758 0
4386 19080 0
3028 18296 0
16260 6620 0
18761 12366 0
8446 9002 0
14023 4904 0
3820 9463 0
7431 2891 0
5112 3829 0
19499 10037 0
9267 17170 0
19160 19875 0
18800 1132 0
15192 7108 0
5738 3736 0
3880 18040 0
17119 17320 0
10037 18157 0
15067 5070 0
4359 14669 0
8708 134 0
18116 18296 0
12293 10643 0
9021 17855 0
5340 10494 0
10090 3220 0
16431 2853 0
10912 3980 0
10698 17300 0
17150 876 0
3617 4627 0
16314 18942 0
3072 876 0
9306 9312 0
17782 6178 0
11261 11337 0
8253 19070 0
12978 4359 0
14281 2853 0
10339 14825 0
905 16509 0
11656 6453 0
3715 10999 0
18099 10268 0
8500 18746 0
17331 3120 0
976 5738 0
2744 8328 0
387 10339 0
7340 6495 0
2493 4185 0
9520 7049 0
5840 1205 0
19714 18251 0
16314 17780 0
14163 11415 0
344 10612 0
3574 16979 0
18360 9320 0
4367 3140 0
9836 16930 0
12323 3374 0
12612 19875 0
5840 4284 0
5798 19598 0
17337 12200 0
2623 11415 0
6040 5400 0
13569 17820 0
5036 15067 0
4012 10494 0
8900 2968 0
1205 14226 0
14095 18910 0
14688 3374 0
10500 10006 0
14468 1380 0
5680 13387 0
13655 6495 0
18161 2247 0
13153 6562 0
3513 19446 0
16435 3597 0
9068 12616 0
7172 12102 0
10456 5058 0
4264 17177 0
15984 14161 0
10464 19219 0
9680 3715 0
5347 4482 0
12743 2433 0
8440 17157 0
9751 17803 0
13420 8969 0
6880 12760 0
3763 3418 0
2853 14406 0
11874 7185 0
7415 5297 0
6710 11261 0
18613 18805 0
2840 9658 0
10517 7108 0
4904 13378 0
17337 15638 0
4377 5026 0
19233 3366 0
5582 5700 0
16855 1684 0
17481 13121 0
13524 19801 0
13430 8362 0
6734 4012 0
6621 7585 0
16849 8068 0
11656 12796 0
13430 15223 0
16440 4085 0
11600 1583 0
3780 652 0
19280 19923 0
10612 17624 0
1123 18460 0
11197 5380 0
6307 2619 0
12200 7516 0
11092 6220 0
14984 9004 0
7082 16945 0
11465 1480 0
17142 676 0
2420 9180 0
1427 12320 0
4321 18805 0
15356 8857 0
6556 18398 0
387 15167 0
4491 14976 0
19210 2769 0
5186 16849 0
17276 7231 0
9680 16272 0
7449 4482 0
4201 680 0
10124 9267 0
11578 15736 0
8691 10268 0
7304 8440 0
7260 1205 0
2183 2680 0
10037 8440 0
1750 12743 0
6716 60 0
7660 12104 0
3513 19402 0
451 1427 0
